[0]
425.0;125.0
550.0;125.0
725.0;125.0

50.0;150.0
225.0;150.0
350.0;150.0
425.0;150.0
550.0;150.0
725.0;150.0

50.0;175.0
75.0;175.0
100.0;175.0
125.0;175.0
150.0;175.0
175.0;175.0
200.0;175.0
225.0;175.0
250.0;175.0
275.0;175.0
300.0;175.0
325.0;175.0
350.0;175.0
375.0;175.0
400.0;175.0
425.0;175.0
450.0;175.0
475.0;175.0
500.0;175.0
525.0;175.0
550.0;175.0
575.0;175.0
600.0;175.0
625.0;175.0
650.0;175.0
675.0;175.0
700.0;175.0
725.0;175.0

50.0;200.0
75.0;200.0
100.0;200.0
125.0;200.0
650.0;200.0
675.0;200.0
700.0;200.0
725.0;200.0

50.0;225.0
75.0;225.0
100.0;225.0
125.0;225.0
650.0;225.0
675.0;225.0
700.0;225.0
725.0;225.0

100.0;250.0
125.0;250.0
650.0;250.0
675.0;250.0

100.0;275.0
125.0;275.0
650.0;275.0
675.0;275.0

100.0;300.0
125.0;300.0
650.0;300.0
675.0;300.0

100.0;325.0
125.0;325.0
650.0;325.0
675.0;325.0

100.0;350.0
125.0;350.0
650.0;350.0
675.0;350.0

100.0;375.0
125.0;375.0
650.0;375.0
675.0;375.0

100.0;400.0
125.0;400.0
650.0;400.0
675.0;400.0

100.0;425.0
125.0;425.0
650.0;425.0
675.0;425.0

100.0;450.0
125.0;450.0
650.0;450.0
675.0;450.0

100.0;475.0
125.0;475.0
650.0;475.0
675.0;475.0

50.0;500.0
75.0;500.0
100.0;500.0
125.0;500.0
650.0;500.0
675.0;500.0
700.0;500.0
725.0;500.0

50.0;525.0
125.0;525.0
225.0;525.0
250.0;525.0
275.0;525.0
300.0;525.0
325.0;525.0
350.0;525.0
425.0;525.0
450.0;525.0
475.0;525.0
500.0;525.0
525.0;525.0
550.0;525.0
650.0;525.0
725.0;525.0

50.0;550.0
125.0;550.0
225.0;550.0
250.0;550.0
275.0;550.0
500.0;550.0
525.0;550.0
550.0;550.0
650.0;550.0
725.0;550.0

50.0;575.0
125.0;575.0
150.0;575.0
175.0;575.0
200.0;575.0
225.0;575.0
250.0;575.0
275.0;575.0
500.0;575.0
525.0;575.0
550.0;575.0
575.0;575.0
600.0;575.0
625.0;575.0
650.0;575.0
725.0;575.0

50.0;600.0
125.0;600.0
150.0;600.0
175.0;600.0
275.0;600.0
500.0;600.0
600.0;600.0
625.0;600.0
650.0;600.0
725.0;600.0

50.0;625.0
75.0;625.0
100.0;625.0
125.0;625.0
150.0;625.0
175.0;625.0
275.0;625.0
300.0;625.0
325.0;625.0
350.0;625.0
425.0;625.0
450.0;625.0
475.0;625.0
500.0;625.0
600.0;625.0
625.0;625.0
650.0;625.0
675.0;625.0
700.0;625.0
725.0;625.0

50.0;650.0
350.0;650.0
425.0;650.0
725.0;650.0

50.0;675.0
350.0;675.0
425.0;675.0
725.0;675.0

50.0;700.0
350.0;700.0
425.0;700.0
725.0;700.0

50.0;725.0
75.0;725.0
100.0;725.0
125.0;725.0
150.0;725.0
175.0;725.0
200.0;725.0
225.0;725.0
250.0;725.0
275.0;725.0
300.0;725.0
325.0;725.0
350.0;725.0
375.0;725.0
400.0;725.0
425.0;725.0
450.0;725.0
475.0;725.0
500.0;725.0
525.0;725.0
550.0;725.0
575.0;725.0
600.0;725.0
625.0;725.0
650.0;725.0
675.0;725.0
700.0;725.0
725.0;725.0
